SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES,GROUP
Agrimonia parviflora,AGRPAR,Aiton,2,,SMALL-FLOWERED AGRIMONY,Rosaceae,,FAC,forb,PE,shade,AGPA6,,DI,native,FACW,FACW,FAC,,
Agrimonia pubescens,AGRPUB,Wallr.,5,,DOWNY AGRIMONY,Rosaceae,,(UPL),forb,PE,shade,AGPU,,DI,native,,,,,
Agrimonia rostellata,AGRROS,Wallr.,5,,WOODLAND AGRIMONY,Rosaceae,,FACU,forb,PE,shade,AGRO3,,DI,native,FACU,FACU,FACU,,
Agrimonia sp.,AGRIMO,L.,,,AGRIMONY,Rosaceae,,ND,forb,PE,partial,AGRIM,,DI,,,,,,
Agrimonia striata,AGRSTR,Michx.,7,,LINED AGRIMONY,Rosaceae,,FACU-,forb,PE,shade,AGST,,DI,native,FACU,FACU,FACU,,
Agropyron desertorum,AGRDES,(Fisch. ex Link) Schult.,0,,WHEATGRASS,Poaceae,,(UPL),grass,PE,advent,AGDE2,,MO,adventive,,,,,
Agrostemma githago,AGRGIT,L.,0,,CORN-COCKLE,Caryophyllaceae,,(FACU),forb,BI,advent,AGGI,,DI,adventive,,,,,
Agrostis capillaris,AGRCAP,L.,0,,RHODE ISLAND BENT GRASS,Poaceae,10.00,(UPL),grass,PE,advent,AGCA5,,MO,adventive,FAC,FAC,FAC,,
Agrostis elliottiana,AGRELL,Schult.,5,,ELLIOTT'S BENT GRASS,Poaceae,,(UPL),grass,AN,full,AGEL4,E,MO,native,FACU,FACU,FACU,,
Agrostis gigantea,AGRGIG,Roth,0,syn,REDTOP,Poaceae,11.00,FACW,grass,PE,advent,AGGI2,,MO,adventive,FACW,FACW,FACW,,
Agrostis hyemalis,AGRHYE,(Walter) B.S.P.,3,,TICKLEGRASS,Poaceae,12.00,FAC,grass,PE,shade,AGHY,,MO,native,FAC,FAC,FAC,,
Agrostis perennans,AGRPER,(Walter) Tuck.,4,,AUTUMN BENT GRASS,Poaceae,,FACU,grass,PE,partial,AGPE,,MO,native,FACU,FAC,FACU,,
Agrostis sp.,AGROST,L.,,,BENT GRASS,Poaceae,,ND,grass,ND,ND,AGROS2,,MO,,,,,,
Agrostis stolonifera,AGRSTO,L.,0,syn,CREEPING BENT GRASS,Poaceae,13.00,FACW,grass,PE,advent,AGST2,,MO,adventive,FACW,FACW,FACW,,
Agrostis tenuis,AGRTEN,Sibth.,0,syn,COLONIAL BENT GRASS,Poaceae,,(FACU-),grass,PE,advent,AGCA5,,MO,adventive,,,,,
Ailanthus altissima,AILALT,(Mill.) Swingle,0,,TREE-OF-HEAVEN,Simaroubaceae,,FACU-,tree,W,advent,AIAL,,DI,adventive,FACU,FACU,UPL,,
Aira caryophyllea,AIRCAR,L.,0,,SILVER HAIR GRASS,Poaceae,,(FACU),grass,AN,advent,AICA,,MO,adventive,FAC,FACU,UPL,,
Ajuga genevensis,AJUGEN,L.,0,,ERECT BUGLE-WEED,Lamiaceae,,(FACU),forb,PE,advent,AJGE,,DI,adventive,,,,,
Ajuga reptans,AJUREP,L.,0,,CARPET BUGLE-WEED,Lamiaceae,,(UPL),forb,PE,advent,AJRE,,DI,adventive,,,,,
Akebia quinata,AKEQUI,(Houtt.) Decne.,0,,CHOCOLATE-VINE,Lardizabalaceae,,(UPL),vine,W,advent,AKQU,,DI,adventive,,,,,
Albizia julibrissin,ALBJUL,Durazz.,0,,SILK-TREE,Mimosaceae,,(UPL),tree,W,advent,ALJU,,DI,adventive,,,,,
Aletris farinosa,ALEFAR,L.,8,,COLIC-ROOT,Liliaceae,,FAC,forb,PE,full,ALFA2,,MO,native,FAC,FAC,FAC,,
Alisma sp.,ALISMA,L.,,,WATER-PLAINTAIN,Alismataceae,,OBL,forb,PE,full,ALISM,,MO,,OBL,OBL,OBL,,
Alisma subcordatum,ALISUB,Raf.,2,syn,SOUTHERN WATER-PLANTAIN,Alismataceae,14.00,OBL,forb,PE,full,ALSU,,MO,native,OBL,OBL,OBL,,
Alisma triviale,ALITRI,Pursh,6,syn,NORTHERN WATER-PLANTAIN,Alismataceae,,(OBL),forb,PE,full,ALTR7,,MO,native,OBL,OBL,OBL,,
Alliaria petiolata,ALLPET,(M. Bieb.) Cavara & Grande,0,syn,GARLIC MUSTARD,Brassicaceae,,FACU-,forb,BI,advent,ALPE4,,DI,adventive,FACU,FAC,FACU,,
Allium canadense,ALLCAN,L.,2,,WILD GARLIC,Liliaceae,,FACU,forb,PE,full,ALCA3,,MO,native,FACU,FACU,FACU,,
Allium cernuum,ALLCER,Roth,5,,NODDING WILD ONION,Liliaceae,,(FACU),forb,PE,full,ALCE2,,MO,native,FACU,FACU,FACU,,
Allium sativum,ALLSAT,L.,0,,GARLIC,Liliaceae,,(UPL),forb,PE,advent,ALSA2,,MO,adventive,,,,,
Allium schoenoprasum,ALLSCH,L.,0,,CHIVES,Liliaceae,,(FAC),forb,PE,advent,ALSC,,MO,adventive,FACU,FAC,FACU,,
Allium sp.,ALLIUM,L.,,,ONION,Liliaceae,,ND,forb,PE,ND,ALLIU,,MO,,,,,,
Allium tricoccum,ALLTRI,Aiton,5,,WILD LEEK,Liliaceae,15.00,FACU+,forb,PE,shade,ALTR3,,MO,native,FACU,FACU,FACU,,
Allium vineale,ALLVIN,L.,0,,FIELD GARLIC,Liliaceae,,FACU-,forb,PE,advent,ALVI,,MO,adventive,FACU,FACU,FACU,,
Alnus glutinosa,ALNGLU,(L.) Gaertn.,0,,BLACK ALDER,Betulaceae,,FACW-,shrub,W,advent,ALGL2,,DI,adventive,FACW,FACW,FACW,,
Alnus incana,ALNINC,(L.) Moench,6,syn,SPECKLED ALDER,Betulaceae,16.00,FACW+,shrub,W,full,ALIN2,,DI,native,FACU,FACW,FACW,,
Alnus serrulata,ALNSER,(Aiton) Willd.,6,,SMOOTH ALDER,Betulaceae,,OBL,shrub,W,full,ALSE2,,DI,native,OBL,OBL,OBL,,
Alnus sp.,ALNUS,Mill.,,,ALDER,Betulaceae,,ND,shrub,W,ND,ALNUS,,DI,,,,,,
Alopecurus aequalis,ALOAEQ,Sobol.,3,,SHORT-AWNED FOXTAIL,Poaceae,,OBL,grass,PE,partial,ALAE,,MO,native,OBL,OBL,OBL,,
Alopecurus carolinianus,ALOCAR,Walter,1,,CAROLINA FOXTAIL,Poaceae,,FACW,grass,AN,partial,ALCA4,,MO,native,FACW,FACW,FACW,,
Alopecurus myosuroides,ALOMYO,Huds.,0,,MOUSE FOXTAIL,Poaceae,,FACW,grass,AN,advent,ALMY,,MO,adventive,FACW,FACW,FACW,,
Alopecurus pratensis,ALOPRA,L.,0,,MEADOW FOXTAIL,Poaceae,,FACW,grass,PE,advent,ALPR3,,MO,adventive,FACW,FACW,FAC,,
Alopecurus sp.,ALOPEC,L.,0,,FOXTAIL,Poaceae,,ND,grass,ND,partial,ALOPE,,MO,,,,,,
Althaea officinalis,ALTOFF,L.,0,,MARSH-MALLOW,Malvaceae,,FACW+,forb,PE,advent,ALOF2,,DI,adventive,FACW,FACW,FAC,,
Althaea rosea,ALTROS,(L.) Cav.,0,syn,HOLLYHOCK,Malvaceae,,(UPL),forb,BI,advent,ALRO3,,DI,adventive,,,,,
Alyssum alyssoides,ALYALY,(L.) L.,0,,ALYSSUM,Brassicaceae,,(UPL),forb,AN,advent,ALAL3,,DI,adventive,,,,,
Alyssum saxatile,ALYSAX,L.,0,,GOLDENTUFT,Brassicaceae,,(FACU),forb,PE,advent,AUSA,,DI,adventive,,,,,
Amaranthus albus,AMAALB,L.,0,,TUMBLEWEED,Amaranthaceae,,FACU,forb,AN,full,AMAL,,DI,native,FACU,FACU,FACU,,
Amaranthus blitoides,AMABLI,S. Watson,0,,MAT AMARANTH,Amaranthaceae,17.00,(UPL),forb,AN,advent,AMBL,,DI,adventive,FAC,FACU,FACU,,
Amaranthus blitum,AMABLT,L.,0,,AMARANTH,Amaranthaceae,,(FAC),forb,AN,advent,AMBL2,,DI,adventive,FACU,FAC,FACU,,
Amaranthus cruentus,AMACRU,L.,0,,RED AMARANTH,Amaranthaceae,,(FACU-),forb,AN,advent,AMCR4,,DI,adventive,,,,,
Amaranthus hybridus,AMAHYB,L.,0,,SMOOTH PIGWEED,Amaranthaceae,,(UPL),forb,AN,advent,AMHY,,DI,adventive,,,,,
Amaranthus palmeri,AMAPAL,S. Wats.,0,,CARELESS WEED,Amaranthaceae,,FACU,forb,AN,advent,AMPA,,DI,adventive,FACU,FACU,FACU,,
Amaranthus powellii,AMAPOW,S. Wats.,0,,TALL AMARANTH,Amaranthaceae,,(FACU),forb,AN,advent,AMPO2,,DI,adventive,,,,,
Amaranthus retroflexus,AMARET,L.,0,,REDROOT,Amaranthaceae,,FACU,forb,AN,advent,AMRE,,DI,adventive,FACU,FACU,FACU,,
Amaranthus rudis,AMARUD,Sauer,0,syn,WESTERN AMARANTH,Amaranthaceae,18.00,FACW-,forb,AN,advent,AMTU,,DI,adventive,FACW,OBL,OBL,syn. Amaranthus tuberculatus,
Amaranthus sp.,AMARAN,L.,,,PIGWEED,Amaranthaceae,,ND,forb,AN,ND,AMARA,,DI,,,,,,
Amaranthus spinosus,AMASPI,L.,0,,SPINY AMARANTH,Amaranthaceae,,FACU,forb,AN,advent,AMSP,,DI,adventive,FACU,FACU,FACU,,
Amaranthus tuberculatus,AMATUB,(Moq.) J.D. Sauer,1,,TUBERCLED AMARANTH,Amaranthaceae,,FACW,forb,AN,full,AMTU,,DI,native,FACW,OBL,OBL,,
Ambrosia artemisiifolia,AMBART,L.,0,,COMMON RAGWEED,Asteraceae,,FACU,forb,AN,full,AMAR2,,DI,native,FACU,FACU,FACU,,
Ambrosia bidentata,AMBBID,Michx.,1,,LANCELEAVED RAGWEED,Asteraceae,,(UPL),forb,AN,full,AMBI2,,DI,native,,,,,
Ambrosia psilostachya,AMBPSI,DC.,0,,WESTERN RAGWEED,Asteraceae,,FACU-,forb,PE,advent,AMPS,,DI,adventive,FAC,FACU,FAC,,
Ambrosia sp.,AMBROS,L.,,,RAGWEED,Asteraceae,,ND,forb,ND,ND,AMBRO,,DI,,,,,,
Ambrosia trifida,AMBTRI,L.,0,,GIANT RAGWEED,Asteraceae,,FAC,forb,AN,full,AMTR,,DI,native,FAC,FAC,FAC,,
Amelanchier arborea,AMEARB,(F. Michx.) Fernald,5,,DOWNY SERVICEBERRY,Rosaceae,,FAC-,sm tree,W,shade,AMAR3,,DI,native,FAC,FACU,FACU,,
Amelanchier interior,AMEINT,Nielsen,4,,INTERIOR SERVICEBERRY,Rosaceae,19.00,(FACU),sm tree,W,shade,AMIN2,,DI,native,,,,,
Amelanchier laevis,AMELAE,Wiegand,5,,SMOOTH SERVICEBERRY,Rosaceae,,(FAC),sm tree,W,shade,AMLA,,DI,native,,,,,
Amelanchier sanguinea,AMESAN,(Pursh) DC.,7,,ROCK SERVICEBERRY,Rosaceae,,(UPL),sm tree,W,shade,AMSA,P,DI,native,,,,,
Amelanchier sp.,AMELAN,Medik.,,,SERVICEBERRY,Rosaceae,,ND,sm tree,W,shade,AMELA,,di,,,,,,
Amelanchier spicata,AMESPI,(Lam.) K. Koch,7,,DWARF SERVICEBERRY,Rosaceae,,(FACU),sm tree,W,shade,AMST80,,DI,native,FACU,FACU,FACU,,
Ammania sp.,AMMANI,ND,7,,ND,Lythraceae,,,forb,AN,full,,,,,,,,,DI
Ammannia coccinea,AMMCOC,Rottb.,7,,LONG-LEAVED TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMCO,,DI,native,OBL,OBL,OBL,,
Ammannia robusta,AMMROB,Heer & Regel,7,,SESSILE TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMRO3,,DI,native,OBL,OBL,OBL,,
Ammannia sp.,AMMANI,L.,7,,TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMMAN,,DI,,,,,,
Ammophila breviligulata,AMMBRE,Fernald,10,,BEACH GRASS,Poaceae,,FACU-,grass,PE,full,AMBR,T,DI,native,FACU,UPL,UPL,,
Amorpha canescens,AMOCAN,,,,Pursh leadplant,Fabaceae,,,forb,,,,,,,,,,,
Amorpha fruticosa,AMOFRU,L.,3,,FALSE INDIGO,Fabaceae,,FACW,forb,PE,full,AMFR,,DI,native,FACW,FACW,FACW,,
Ampelamus albidus,AMPALB,(Nutt.) Britton,1,syn,SAND-VINE,Asclepiadaceae,,FAC,vine,PE,full,CYLA,,DI,native,,,,,
Ampelopsis brevipedunculata,AMPBRE,(Maxim.) Trautv.,0,,PORCELAIN-BERRY,Vitaceae,,(UPL),vine,W,advent,AMBR7,,DI,adventive,,,,,
Ampelopsis cordata,AMPCOR,Michx.,7,,RACCOON-GRAPE,Vitaceae,,FAC+,vine,W,shade,AMAC4,,DI,native,FAC,FAC,FAC,,
Ampelopsis sp.,AMPELO,Michx.,,,PEPPERVINE,Vitaceae,,ND,vine,W,ND,AMPEL3,,DI,,,,,,
Amphiachyris dracunculoides,AMPDRA,(DC.) Nutt.,0,,BROOMWEED,Asteraceae,,(UPL),forb,AN,advent,AMDR,,DI,adventive,,,,,
Amphiachyris dracunuloides,AMPDRA,(DC.) Nutt.,0,,BROOMWEED,Asteraceae,,,forb,AN,advent,,,,,,,,,DI
Amphicarpaea bracteata,AMPBRA,(L.) Fernald,4,,HOG-PEANUT,Fabaceae,20.00,FAC,forb,PE,shade,AMBR2,,DI,native,FAC,FAC,FAC,,
Amsinckia lycopsoides,AMSLYC,Lehm.,0,,TARWEED,Boraginaceae,,(UPL),forb,AN,advent,AMLY,,DI,adventive,,,,,
Amsinkia lycopsoides,AMSLYC,Lehm.,0,,TARWEED,Boraginaceae,,,forb,AN,advent,,,,,,,,,DI
Amsonia tabernaemontana,AMSTAB,Walter,0,,BLUE-STAR,Apocynaceae,,(FACU),forb,PE,advent,AMTA2,,DI,adventive,FAC,FACW,FACW,,
Anagallis arvensis,ANAARV,L.,0,,SCARLET PIMPERNEL,Primulaceae,,(FACU),forb,AN,advent,ANAR,,DI,adventive,,,,,
Anaphalis margaritacea,ANAMAR,(L.) Benth. & Hook.,5,,PEARLY EVERLASTING,Asteraceae,,(UPL),forb,PE,full,ANMA,,DI,native,,,,,
Anchusa arvensis,ANCARV,(L.) Bieb,0,,SMALL BUGLOSS,Boraginaceae,,(FACU),forb,AN,advent,ANAR16,,DI,adventive,,,,,
Anchusa azurea,ANCAZU,Mill.,0,,GARDEN BUGLOSS,Boraginaceae,,(FACU),forb,PE,advent,ANAZ,,DI,adventive,,,,,
Anchusa officinalis,ANCOFF,L.,0,,COMMON BUGLOSS,Boraginaceae,,(UPL),forb,BI,advent,ANOF,,DI,adventive,,,,,
Andromeda glaucophylla,ANDGLA,Link.,10,syn,BOG-ROSEMARY,Ericaceae,,OBL,shrub,W,full,ANPOG,X,DI,native,,,,,
Andropogon gerardii,ANDGER,Vitman,5,syn,BIG BLUESTEM,Poaceae,,FAC,grass,PE,full,ANGE,,MO,native,FAC,FAC,FACU,,
Andropogon glomeratus,ANDGLO,(Walter) B.S.P.,6,syn,BUSHY BROOM-SEDGE,Poaceae,,FACW+,grass,PE,full,ANGL2,E,MO,native,FACW,FACW,FACW,,
Andropogon gyrans,ANDGYR,Ashe,3,syn,ELLIOTT'S BEARD GRASS,Poaceae,,(UPL),grass,PE,full,ANGY2,,MO,native,OBL,UPL,,,
Andropogon sp.,ANDROP,L.,,,BLUESTEM,Poaceae,,ND,grass,PE,full,ANDRO2,,MO,,,,,,
Andropogon virginicus,ANDVIR,L.,3,syn,COMMON BROOM-SEDGE,Poaceae,,FACU,grass,PE,full,ANVI2,,MO,native,FACU,FACU,FACU,,
Androsace occidentalis,ANDOCC,Pursh,10,,WESTERN ROCK-JASMINE,Primulaceae,,(FACU),forb,AN,full,ANOC2,T,DI,native,FACU,FACU,UPL,,
Anemone canadensis,ANECAN,L.,5,,CANADA ANEMONE,Ranunculaceae,,FACW,forb,PE,full,ANCA8,,DI,native,FACW,FACW,FACW,,
Anemone cylindrica,ANECYL,A. Gray,8,,PRAIRIE THIMBLEWEED,Ranunculaceae,,(UPL),forb,PE,full,ANCY,T,DI,native,,,,,
Anemone quinquefolia,ANEQUI,L.,5,,WOOD ANEMONE,Ranunculaceae,,FACU,forb,PE,shade,ANQU,,DI,native,FACU,FAC,FACU,,
Anemone sp.,ANEMON,L.,,,ANEMONE,Ranunculaceae,,ND,forb,PE,ND,ANEMO,,DI,,,,,,
Anemone virginiana,ANEVIR,L.,3,,WOODLAND THIMBLEWEED,Ranunculaceae,,FACU,forb,PE,shade,ANVI3,,DI,native,FACU,FACU,FACU,,
Anemonella thalictroides,ANETHA,(L.) Spach.,6,syn,RUE ANEMONE,Ranunculaceae,,(UPL),forb,PE,shade,THTH2,,DI,native,,,,,
Anethum graveolens,ANEGRA,L.,0,,DILL,Apiaceae,,(FACU),forb,AN,advent,ANGR2,,DI,adventive,,,,,
Angelica atropurpurea,ANGATR,L.,6,,PURPLE-STEMMED ANGELICA,Apiaceae,,OBL,forb,PE,partial,ANAT,,DI,native,OBL,OBL,OBL,,
Angelica sp.,ANGELI,L.,6,,ANGELICA,Apiaceae,,ND,forb,PE,ND,ANGEL,,DI,,,,,,
Angelica venenosa,ANGVEN,(Greenway) Fernald,6,,HAIRY ANGELICA,Apiaceae,,(FACU),forb,PE,full,ANVE,,DI,native,,,,,
Anoda cristata,ANOCRI,(L.) Schlechtend.,0,,SPURRED ANODA,Malvaceae,,UPL,forb,AN,advent,ANCR2,,DI,adventive,UPL,FAC,FAC,,
Antennaria neglecta,ANTNEG,Greene,1,,FIELD PUSSY-TOES,Asteraceae,21.00,FACU-,forb,PE,full,ANNE,,DI,native,UPL,UPL,UPL,,
Antennaria plantaginifolia,ANTPLA,(L.) Richardson,1,,PLANTAIN-LEAVED PUSSY-TOES,Asteraceae,22.00,(UPL),forb,PE,full,ANPL,,DI,native,,,,,
Antennaria solitaria,ANTSOL,Rydb.,3,,SINGLE-HEADED PUSSY-TOES,Asteraceae,,(UPL),forb,PE,full,ANSO,,DI,native,,,,,
Antennaria sp.,ANTENN,Gaertn.,,,PUSSY-TOES,Asteraceae,,ND,forb,PE,full,ANTEN,,DI,,,,,,
Antennaria virginica,ANTVIR,Stebbins,9,,SHALE BARREN PUSSY-TOES,Asteraceae,,(UPL),forb,PE,full,ANVI13,T,DI,native,,,,,
Anthemis arvensis,ANTARV,L.,0,,CORN-CHAMOMILE,Asteraceae,,(UPL),forb,AN,advent,ANAR6,,DI,adventive,,,,,
Anthemis cotula,ANTCOT,L.,0,,DOGFENNEL,Asteraceae,,FACU-,forb,AN,advent,ANCO2,,DI,adventive,FACU,FACU,FACU,,
Anthemis nobilis,ANTNOB,L.,0,,ROMAN CHAMOMILE,Asteraceae,,(FACU),forb,PE,advent,CHNO3,,DI,adventive,,,,,
Anthemis sp.,ANTHEM,L.,,,CHAMOMILE,Asteraceae,,ND,forb,ND,advent,ANTHE,,DI,,,,,,
Anthemis tinctoria,ANTTIN,L.,0,,YELLOW CHAMOMILE,Asteraceae,,(UPL),forb,PE,advent,ANTI,,DI,adventive,,,,,
Anthoxanthum aristatum,ANTARI,Boiss.,0,,VERNAL GRASS,Poaceae,,(FACU),grass,AN,advent,ANAR7,,MO,adventive,,,,,
Anthoxanthum odoratum,ANTODO,L.,0,,SWEET VERNAL GRASS,Poaceae,,FACU,grass,PE,advent,ANOD,,MO,adventive,FACU,FACU,FACU,,
Anthriscus caucalis,ANTCAU,M. Bieb.,0,,BUR CHERVIL,Apiaceae,,(UPL),forb,AN,advent,ANCA14,,DI,adventive,,,,,
Anthriscus sylvestris,ANTSYL,(L.) Hoffm.,0,,FALSE CHERVIL,Apiaceae,,(UPL),forb,AN,advent,ANSY,,DI,adventive,,,,,
Anthyllis vulneraria,ANTVUL,L.,0,,WOUNDWORT,Fabaceae,,(UPL),forb,PE,advent,ANVU,,DI,adventive,,,,,
Antirrhinum majus,ANTMAJ,L.,0,,SNAPDRAGON,Scrophulariaceae,,(FACU),forb,AN,advent,ANMA3,,DI,adventive,,,,,
Antirrhinum orontium,ANTORO,L.,0,,LESSER SNAPDRAGON,Scrophulariaceae,,(FACU),forb,AN,advent,MIOR,,DI,adventive,,,,,
Apera spica-venti,APESPI,(L.) P. Beauv.,0,,OPEN LITTLE-AWNED GRASS,Poaceae,,(UPL),grass,AN,advent,APSP,,MO,adventive,,,,,
Apios americana,APIAME,Medik.,3,,COMMON GROUNDNUT,Fabaceae,,FACW,forb,PE,partial,APAM,,DI,native,FACW,FACW,FACW,,
Apium graveolens,APIGRA,l.,0,,CELERY,Apiaceae,,FAC,forb,PE,advent,APGR2,,DI,adventive,,,,,
Aplectrum hyemale,APLHYE,(Muhl. ex Willd.) Torr.,7,,PUTTY ROOT,Orchidaceae,,FAC,forb,PE,shade,APHY,,MO,native,FAC,FAC,FAC,,
Apocynum androsaemifolium,APOAND,L.,6,,SPREADING DOGBANE,Apocynaceae,,FACU-,forb,PE,full,APAN2,,DI,native,FACU,UPL,UPL,,
Apocynum cannabinum,APOCAN,L.,1,,INDIAN HEMP,Apocynaceae,544.00,FACU,forb,PE,full,APCA,,DI,native,FACU,FAC,FAC,,
Apocynum sibiricum,APOSIB,Jacq.,4,,CLASP.-LEAV. DOGBANE,Apocynaceae,,,forb,PE,full,,,,,,,,,DI
Apocynum sp.,APOCYN,L.,,,DOGBANE,Apocynaceae,,ND,forb,PE,full,APOCY,,DI,,,,,,
Aquilegia canadensis,AQUCAN,L.,6,,WILD COLUMBINE,Ranunculaceae,,FAC,forb,PE,shade,AQCA,,DI,native,FAC,FACU,FACU,,
Aquilegia vulgaris,AQUVUL,L.,0,,GARDEN COLUMBINE,Ranunculaceae,,(FACU),forb,PE,advent,AQVU,,DI,adventive,,,,,
Arabidopsis lyrata,ARALYR,(L.) O'Kane & Al-Shehbaz,6,syn,LYRE-LEAF ROCK CRESS,Brassicaceae,,FACU,forb,BI,full,ARLY2,E,DI,native,FACU,FACU,FACU,,
Arabidopsis thaliana,ARATHA,(L.) Heynh.,0,,MOUSE-EAR CRESS,Brassicaceae,,(UPL),forb,AN,advent,ARTH,,DI,adventive,,,,,
Arabis canadensis,ARACAN,L.,5,,SICKLE-POD,Brassicaceae,,(UPL),forb,BI,shade,ARCA,,DI,native,,,,,
Arabis divaricarpa,ARADIV,A. Nelson,9,,LIMESTONE ROCKCRESS,Brassicaceae,,,forb,BI,full,,,,,,,,,DI
Arabis drummondii,ARADRU,A. Gray,9,,DRUMMOND'S ROCKCRESS,Brassicaceae,,,forb,BI,partial,,,,,,,,,DI
Arabis glabra,ARAGLA,(L.) Bernh.,3,,TOWER MUSTARD,Brassicaceae,,(UPL),forb,BI,full,ARGL,,DI,native,,,,,
Arabis hirsuta var. adpressipilis,ARAHIRA,(M. Hopkins) Rollins,4,,SMALL HAIRY ROCK CRESS,Brassicaceae,,,forb,BI,shade,,,,,,,,,DI
Arabis hirsuta var. pycnocarpa,ARAHIRP,(M. Hopkins) Rollins,6,,WESTERN HAIRY ROCK CRESS,Brassicaceae,,,forb,BI,partial,,,,,,,,,DI
Arabis laevigata,ARALAE,(Muhl. ex Willd.) Poir.,4,,SMOOTH ROCK CRESS,Brassicaceae,,(UPL),forb,BI,shade,ARLA,,DI,native,,,,,
Arabis lyrata,ARALYR,L.,6,,LYRE-LEAF ROCK CRESS,Brassicaceae,,,forb,BI,full,,,,,,,,,DI
Arabis missouriensis,ARAMIS,Greene,9,,MISSOURI ROCK CRESS,Brassicaceae,,,forb,BI,shade,,,,,,,,,DI
Arabis patens,ARAPAT,Sull.,10,,SPREADING ROCK CRESS,Brassicaceae,,(UPL),forb,BI,shade,ARPA2,E,DI,native,,,,,
Arabis pycnocarpa M. Hopkins. var. adpressipilis,ARAPYCA,M. Hopkins,4,,SMALL HAIRY ROCK CRESS,Brassicaceae,,FACU,forb,BI,shade,ARHIP,P,DI,native,,,,,
Arabis pycnocarpa M. Hopkins. var. pycnocarpa,ARAPYCP,M. Hopkins,6,,WESTERN HAIRY ROCK CRESS,Brassicaceae,,FACU,forb,BI,partial,ARHIP,E,DI,native,,,,,
Arabis shortii,ARASHO,(Fernald) Gleason,7,,SHORT'S ROCK CRESS,Brassicaceae,23.00,(UPL),forb,PE,shade,ARSH2,,DI,native,,,,,
Arabis sp.,ARABIS,L.,,,ROCK CRESS,Brassicaceae,,ND,forb,BI,ND,ARABI2,,DI,,,,,,
Aralia hispida,ARAHIS,Vent.,7,,BRISTLY SARSAPARILLA,Araliaceae,,(UPL),forb,PE,shade,ARHI2,E,DI,native,,,,,
Aralia nudicaulis,ARANUD,L.,5,,WILD SARSAPARILLA,Araliaceae,,FACU,forb,PE,shade,ARNU2,,DI,native,FACU,FACU,FACU,,
Aralia racemosa,ARARAC,L.,5,,AMERICAN SPIKENARD,Araliaceae,,(UPL),forb,PE,shade,ARRA,,DI,native,FACU,FACU,FACU,,
Aralia sp.,ARALIA,L.,,,SPIKENARD,Araliaceae,,ND,forb,PE,shade,ARALI,,DI,,,,,,
Aralia spinosa,ARASPI,L.,5,,DEVIL'S WALKINGSTICK,Araliaceae,24.00,FAC,shrub,W,shade,ARSP2,,DI,native,FAC,FACW,FAC,,
Arctium lappa,ARCLAP,L.,0,,GREAT BURDOCK,Asteraceae,,(FACU+),forb,BI,advent,ARLA3,,DI,adventive,,,,,
Arctium minus,ARCMIN,Berhn.,0,,COMMON BURDOCK,Asteraceae,,FACU-,forb,BI,advent,ARMI2,,DI,adventive,FACU,FACU,FACU,,
Arctostaphylos uva-ursi,ARCUVA,(L.) Spreng.,10,,BEARBERRY,Ericaceae,25.00,(UPL),shrub,W,full,ARUV,X,DI,native,UPL,UPL,UPL,,
Arenaria lateriflora,ARELAT,L.,7,syn,GROVE SANDWORT,Caryophyllaceae,,(FACU-),forb,PE,full,MOLA6,P,DI,native,,,,,
Arenaria patula,AREPAT,Michx.,9,syn,SPREADING SANDWORT,Caryophyllaceae,,(UPL),forb,AN,full,MIPA6,E,DI,native,,,,,
Arenaria serpyllifolia,ARESER,L.,0,,THYME-LEAVED SANDWORT,Caryophyllaceae,,FAC,forb,AN,advent,ARSE2,,DI,adventive,FAC,FAC,FAC,,
Arenaria sp.,ARENAR,L.,,,SANDWORT,Caryophyllaceae,,ND,forb,ND,ND,ARENA,,DI,,,,,,
Arenaria stricta,ARESTR,Michx.,10,syn,ROCK SANDWORT,Caryophyllaceae,,(UPL),forb,PE,full,MIMIM,P,DI,native,,,,,
Arethusa bulbosa,AREBUL,L.,10,,DRAGON'S MOUTH,Orchidaceae,,OBL,forb,PE,full,ARBU,E,MO,native,OBL,OBL,OBL,,
Argemone albiflora,ARGALB,Hornem.,0,,WHITE PRICKLY POPPY,Papaveraceae,,(UPL),forb,AN,advent,ARAL3,,DI,adventive,,,,,
Argemone mexicana,ARGMEX,L.,0,,MEXICAN PRICKLY POPPY,Papaveraceae,,(UPL),forb,AN,advent,ARME4,,DI,adventive,,,,,
Arisaema dracontium,ARIDRA,(L.) Schott,5,,GREEN DRAGON,Araceae,,FACW,forb,PE,shade,ARDR3,,MO,native,FACW,FACW,FACW,,
Arisaema sp.,ARISAE,Mart.,,,JACK-IN-THE-PULPIT,Araceae,,ND,forb,PE,shade,ARISA,,MO,,,,,,
Arisaema triphyllum (L.) Schott subsp. stewardsonii,ARITRIS,(Britton) Huttleston,7,syn,SWAMP JACK-IN-THE-PULPIT,Araceae,,(FACW-),forb,PE,shade,ARTRS,,MO,native,FACW,FACW,FAC,,
